Empirical Reward Distribution: {2.5e-05: 1.0}
Empirical Reward Distribution: {2.5e-05: 0.76134, 1: 0.1834, 32: 0.0411, 243: 0.0127, 1024: 0.00146}
Empirical Reward Distribution: {1: 0.18326, 32: 0.0412, 2.5e-05: 0.76138, 243: 0.0127, 1024: 0.00146}
Empirical Reward Distribution: {1: 0.18332, 2.5e-05: 0.76092, 32: 0.04152, 243: 0.01272, 1024: 0.00152}
Empirical Reward Distribution: {2.5e-05: 0.7619, 1: 0.18272, 32: 0.04122, 243: 0.01264, 1024: 0.00152}
Empirical Reward Distribution: {1: 0.1824, 2.5e-05: 0.76236, 32: 0.04114, 243: 0.01256, 1024: 0.00154}
Empirical Reward Distribution: {2.5e-05: 0.76248, 1: 0.18234, 32: 0.04104, 243: 0.01258, 1024: 0.00156}
Empirical Reward Distribution: {1: 0.18284, 2.5e-05: 0.76202, 32: 0.04098, 243: 0.0126, 1024: 0.00156}
Empirical Reward Distribution: {2.5e-05: 0.76268, 32: 0.04086, 1: 0.18232, 243: 0.01258, 1024: 0.00156}
Empirical Reward Distribution: {1: 0.18292, 2.5e-05: 0.76186, 32: 0.04108, 243: 0.01254, 1024: 0.0016}
Empirical Reward Distribution: {2.5e-05: 0.76132, 1: 0.18316, 243: 0.01262, 32: 0.0413, 1024: 0.0016}
Empirical Reward Distribution: {2.5e-05: 0.76022, 1: 0.18356, 32: 0.04188, 243: 0.01272, 1024: 0.00162}
Empirical Reward Distribution: {1: 0.18344, 2.5e-05: 0.76004, 32: 0.04198, 243: 0.01288, 1024: 0.00166}
Empirical Reward Distribution: {243: 0.01298, 1: 0.18466, 2.5e-05: 0.75812, 32: 0.04254, 1024: 0.0017}
Empirical Reward Distribution: {2.5e-05: 0.75788, 1: 0.18414, 32: 0.04304, 243: 0.0132, 1024: 0.00174}
Empirical Reward Distribution: {1: 0.18374, 2.5e-05: 0.75794, 32: 0.04326, 243: 0.01326, 1024: 0.0018}
Empirical Reward Distribution: {2.5e-05: 0.75662, 1: 0.18474, 32: 0.04348, 243: 0.01334, 1024: 0.00182}
Empirical Reward Distribution: {1: 0.18434, 2.5e-05: 0.75646, 32: 0.04386, 1024: 0.00184, 243: 0.0135}
Empirical Reward Distribution: {2.5e-05: 0.75504, 1: 0.18478, 32: 0.0446, 243: 0.01374, 1024: 0.00182, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75398, 1: 0.18522, 32: 0.0452, 243: 0.01374, 1024: 0.00184, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.7517, 1: 0.18698, 243: 0.0139, 32: 0.04554, 1024: 0.00186, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.7522, 32: 0.04538, 243: 0.0137, 1: 0.18688, 1024: 0.00182, 3125: 2e-05}
Empirical Reward Distribution: {1: 0.1877, 2.5e-05: 0.75086, 32: 0.046, 243: 0.01356, 1024: 0.00186, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75222, 1: 0.18694, 32: 0.04568, 243: 0.01328, 1024: 0.00186, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75254, 1: 0.18674, 32: 0.04552, 243: 0.01328, 1024: 0.0019, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75298, 1: 0.18668, 32: 0.04516, 243: 0.01328, 1024: 0.00188, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75398, 1: 0.18586, 32: 0.04506, 243: 0.01326, 1024: 0.00182, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.7545, 1: 0.1856, 32: 0.0448, 243: 0.01324, 1024: 0.00184, 3125: 2e-05}
Empirical Reward Distribution: {1: 0.18498, 2.5e-05: 0.75492, 32: 0.04496, 1024: 0.0019, 243: 0.01322, 3125: 2e-05}
Empirical Reward Distribution: {1: 0.18506, 2.5e-05: 0.7546, 32: 0.0451, 243: 0.0133, 1024: 0.00192, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75486, 1: 0.18472, 243: 0.01336, 32: 0.04508, 1024: 0.00196, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75482, 1: 0.1849, 32: 0.04502, 243: 0.01334, 1024: 0.0019, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75522, 1: 0.18476, 32: 0.04496, 243: 0.01314, 1024: 0.0019, 3125: 2e-05}
Empirical Reward Distribution: {1: 0.1835, 2.5e-05: 0.7567, 32: 0.04468, 243: 0.01318, 1024: 0.00192, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.75906, 1: 0.18182, 243: 0.01312, 32: 0.04408, 1024: 0.0019, 3125: 2e-05}
Empirical Reward Distribution: {1: 0.1804, 2.5e-05: 0.76116, 32: 0.04372, 243: 0.01278, 1024: 0.00192, 3125: 2e-05}
Empirical Reward Distribution: {2.5e-05: 0.76352, 1: 0.1785, 32: 0.0435, 243: 0.01256, 1024: 0.00188, 3125: 4e-05}
Empirical Reward Distribution: {2.5e-05: 0.76378, 1: 0.17882, 243: 0.0124, 32: 0.04302, 1024: 0.00194, 3125: 4e-05}
Empirical Reward Distribution: {1: 0.17786, 2.5e-05: 0.76524, 32: 0.04272, 243: 0.01218, 1024: 0.00196, 3125: 4e-05}
Empirical Reward Distribution: {2.5e-05: 0.76688, 1: 0.17688, 243: 0.01198, 32: 0.0423, 1024: 0.00192, 3125: 4e-05}
Empirical Reward Distribution: {2.5e-05: 0.76986, 1: 0.17464, 32: 0.04178, 243: 0.0118, 1024: 0.00188, 3125: 4e-05}
Empirical Reward Distribution: {2.5e-05: 0.77328, 243: 0.01148, 32: 0.04112, 1: 0.17222, 1024: 0.00186, 3125: 4e-05}
Empirical Reward Distribution: {2.5e-05: 0.77366, 32: 0.04102, 1: 0.17202, 243: 0.01136, 1024: 0.0019, 3125: 4e-05}
Empirical Reward Distribution: {32: 0.04078, 2.5e-05: 0.77498, 1: 0.17122, 243: 0.01112, 1024: 0.00186, 3125: 4e-05}
Empirical Reward Distribution: {2.5e-05: 0.77402, 1: 0.17206, 32: 0.04094, 243: 0.01104, 1024: 0.00188, 3125: 6e-05}
Empirical Reward Distribution: {1: 0.17242, 2.5e-05: 0.77344, 32: 0.04126, 243: 0.01096, 1024: 0.00186, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.77166, 1: 0.17426, 243: 0.0109, 32: 0.04124, 1024: 0.00188, 3125: 6e-05}
Empirical Reward Distribution: {32: 0.04118, 1: 0.17526, 2.5e-05: 0.77086, 243: 0.01074, 1024: 0.0019, 3125: 6e-05}
Empirical Reward Distribution: {1: 0.17486, 2.5e-05: 0.77174, 32: 0.04076, 243: 0.01066, 1024: 0.00192, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.77264, 1: 0.17408, 32: 0.04074, 1024: 0.00196, 243: 0.01052, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.77316, 1: 0.17388, 32: 0.04054, 243: 0.01042, 1024: 0.00194, 3125: 6e-05}
Empirical Reward Distribution: {1: 0.17316, 2.5e-05: 0.77408, 243: 0.01036, 1024: 0.00194, 32: 0.0404, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.77394, 1: 0.17338, 32: 0.04036, 243: 0.01032, 1024: 0.00194, 3125: 6e-05}
Empirical Reward Distribution: {1: 0.17418, 2.5e-05: 0.77236, 32: 0.0411, 243: 0.01034, 1024: 0.00196, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.77128, 1: 0.17514, 32: 0.04118, 243: 0.01036, 1024: 0.00198, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.77136, 1: 0.17538, 32: 0.04082, 243: 0.01036, 1024: 0.00202, 3125: 6e-05}
Empirical Reward Distribution: {1: 0.17784, 243: 0.01042, 2.5e-05: 0.76814, 32: 0.04146, 1024: 0.00208, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.7684, 1: 0.17794, 32: 0.04116, 243: 0.01034, 1024: 0.0021, 3125: 6e-05}
Empirical Reward Distribution: {32: 0.04102, 2.5e-05: 0.76858, 1: 0.178, 243: 0.01024, 1024: 0.0021, 3125: 6e-05}
Empirical Reward Distribution: {1: 0.17846, 2.5e-05: 0.76774, 32: 0.04132, 243: 0.01036, 1024: 0.00206, 3125: 6e-05}
Empirical Reward Distribution: {2.5e-05: 0.76692, 1: 0.17906, 32: 0.04154, 243: 0.01038, 1024: 0.00204, 3125: 6e-05}
Empirical Reward Distribution: {1: 0.17954, 32: 0.04142, 2.5e-05: 0.76642, 1024: 0.0021, 243: 0.01044, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.76664, 1: 0.17994, 32: 0.04104, 243: 0.01024, 1024: 0.00206, 3125: 8e-05}
Empirical Reward Distribution: {1: 0.18066, 32: 0.04118, 2.5e-05: 0.76576, 243: 0.01024, 1024: 0.00208, 3125: 8e-05}
Empirical Reward Distribution: {32: 0.04088, 2.5e-05: 0.76668, 1: 0.18, 243: 0.0102, 1024: 0.00216, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.76654, 1: 0.18048, 32: 0.04056, 243: 0.01024, 1024: 0.0021, 3125: 8e-05}
Empirical Reward Distribution: {1: 0.18056, 2.5e-05: 0.7666, 32: 0.04064, 243: 0.01004, 1024: 0.00208, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.76614, 1: 0.18106, 32: 0.04066, 243: 0.01, 1024: 0.00206, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.76586, 1: 0.18096, 32: 0.04084, 243: 0.0101, 1024: 0.00216, 3125: 8e-05}
Empirical Reward Distribution: {1: 0.18044, 2.5e-05: 0.76594, 32: 0.04112, 243: 0.01018, 1024: 0.00224, 3125: 8e-05}
Empirical Reward Distribution: {32: 0.04184, 2.5e-05: 0.76404, 1: 0.18114, 243: 0.01054, 1024: 0.00236, 3125: 8e-05}
Empirical Reward Distribution: {1: 0.18202, 2.5e-05: 0.76214, 32: 0.04256, 1024: 0.00244, 243: 0.01074, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.76062, 1: 0.18292, 32: 0.0428, 243: 0.01106, 1024: 0.0025, 3125: 0.0001}
Empirical Reward Distribution: {32: 0.04354, 1: 0.18362, 2.5e-05: 0.75898, 243: 0.01118, 1024: 0.00258, 3125: 0.0001}
Empirical Reward Distribution: {32: 0.04432, 2.5e-05: 0.7562, 1: 0.1852, 243: 0.01154, 1024: 0.00264, 3125: 0.0001}
Empirical Reward Distribution: {32: 0.04486, 2.5e-05: 0.75434, 1: 0.1863, 1024: 0.00256, 243: 0.01184, 3125: 0.0001}
Empirical Reward Distribution: {32: 0.04484, 2.5e-05: 0.75394, 1: 0.1866, 243: 0.01188, 1024: 0.00264, 3125: 0.0001}
Empirical Reward Distribution: {1: 0.18572, 2.5e-05: 0.75452, 32: 0.04502, 243: 0.012, 1024: 0.00264, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.75328, 1: 0.18634, 32: 0.04546, 243: 0.01214, 1024: 0.00268, 3125: 0.0001}
Empirical Reward Distribution: {1: 0.18622, 2.5e-05: 0.75392, 1024: 0.00268, 243: 0.01212, 32: 0.04496, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.75508, 1: 0.1859, 32: 0.04438, 243: 0.01186, 1024: 0.0027, 3125: 8e-05}
Empirical Reward Distribution: {32: 0.044, 2.5e-05: 0.75576, 1: 0.1856, 243: 0.01186, 1024: 0.0027, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.75542, 1: 0.18584, 243: 0.01188, 32: 0.04402, 1024: 0.00276, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.75442, 32: 0.04444, 243: 0.01204, 1: 0.18626, 1024: 0.00276, 3125: 8e-05}
Empirical Reward Distribution: {32: 0.0441, 2.5e-05: 0.75554, 1: 0.18542, 1024: 0.0028, 243: 0.01206, 3125: 8e-05}
Empirical Reward Distribution: {1: 0.1861, 2.5e-05: 0.75492, 32: 0.04394, 243: 0.01214, 1024: 0.00282, 3125: 8e-05}
Empirical Reward Distribution: {1: 0.1874, 2.5e-05: 0.75268, 32: 0.0446, 243: 0.0124, 1024: 0.00284, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.75148, 1: 0.18794, 32: 0.04526, 243: 0.01242, 1024: 0.00282, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.75074, 1: 0.18822, 32: 0.04564, 243: 0.01246, 1024: 0.00286, 3125: 8e-05}
Empirical Reward Distribution: {2.5e-05: 0.7481, 1: 0.18992, 243: 0.0125, 32: 0.04646, 1024: 0.00292, 3125: 0.0001}
Empirical Reward Distribution: {1: 0.19254, 2.5e-05: 0.74424, 32: 0.04728, 1024: 0.00298, 243: 0.01286, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.74106, 1: 0.19444, 32: 0.04836, 243: 0.01308, 1024: 0.00296, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.73856, 1: 0.19636, 32: 0.04878, 243: 0.01322, 1024: 0.00298, 3125: 0.0001}
Empirical Reward Distribution: {1: 0.19718, 2.5e-05: 0.73604, 32: 0.05, 243: 0.01356, 1024: 0.00312, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.73386, 32: 0.05096, 1: 0.19806, 1024: 0.00324, 243: 0.01378, 3125: 0.0001}
Empirical Reward Distribution: {1: 0.1996, 2.5e-05: 0.73198, 32: 0.05114, 243: 0.0139, 1024: 0.00326, 3125: 0.00012}
Empirical Reward Distribution: {2.5e-05: 0.72916, 1: 0.20142, 243: 0.01402, 1024: 0.00328, 32: 0.052, 3125: 0.00012}
Empirical Reward Distribution: {1: 0.20384, 2.5e-05: 0.72544, 32: 0.05306, 243: 0.01426, 3125: 0.00012, 1024: 0.00328}
Empirical Reward Distribution: {2.5e-05: 0.7208, 1: 0.20644, 32: 0.05464, 243: 0.0146, 1024: 0.00342, 3125: 0.0001}
Empirical Reward Distribution: {1: 0.20848, 2.5e-05: 0.7163, 243: 0.015, 32: 0.05668, 1024: 0.00344, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.71474, 1: 0.20896, 1024: 0.00338, 243: 0.0151, 32: 0.05772, 3125: 0.0001}
Empirical Reward Distribution: {32: 0.05914, 2.5e-05: 0.71084, 1: 0.21116, 243: 0.01534, 1024: 0.00342, 3125: 0.0001}
Empirical Reward Distribution: {1: 0.21344, 2.5e-05: 0.70638, 32: 0.06098, 243: 0.01562, 1024: 0.00348, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.70042, 1: 0.2167, 32: 0.0627, 243: 0.01638, 1024: 0.0037, 3125: 0.0001}
Empirical Reward Distribution: {2.5e-05: 0.69692, 1: 0.21848, 1024: 0.00382, 32: 0.0637, 243: 0.01696, 3125: 0.00012}
Empirical Reward Distribution: {2.5e-05: 0.69254, 1: 0.22088, 32: 0.06494, 243: 0.01762, 3125: 0.00012, 1024: 0.0039}
Empirical Reward Distribution: {1: 0.22198, 2.5e-05: 0.69074, 32: 0.06518, 243: 0.01796, 1024: 0.00402, 3125: 0.00012}
Empirical Reward Distribution: {2.5e-05: 0.68952, 1: 0.22222, 32: 0.06548, 243: 0.0184, 1024: 0.00426, 3125: 0.00012}
Empirical Reward Distribution: {1: 0.22176, 2.5e-05: 0.68866, 32: 0.06646, 1024: 0.00436, 243: 0.01864, 3125: 0.00012}
Empirical Reward Distribution: {2.5e-05: 0.6873, 1: 0.22182, 32: 0.06742, 243: 0.01888, 1024: 0.00446, 3125: 0.00012}
Empirical Reward Distribution: {2.5e-05: 0.6841, 1: 0.22238, 32: 0.06944, 1024: 0.00448, 243: 0.01948, 3125: 0.00012}
Empirical Reward Distribution: {2.5e-05: 0.67988, 1: 0.22368, 32: 0.07124, 243: 0.02038, 1024: 0.0047, 3125: 0.00012}
Empirical Reward Distribution: {32: 0.07308, 1: 0.22558, 2.5e-05: 0.675, 243: 0.02138, 1024: 0.00478, 3125: 0.00018}
Empirical Reward Distribution: {2.5e-05: 0.67162, 1: 0.2281, 32: 0.07382, 243: 0.0215, 1024: 0.00478, 3125: 0.00018}
Empirical Reward Distribution: {2.5e-05: 0.66732, 1: 0.2302, 32: 0.07532, 243: 0.02208, 1024: 0.00488, 3125: 0.0002}
Empirical Reward Distribution: {1: 0.23202, 2.5e-05: 0.6637, 32: 0.07654, 243: 0.02244, 1024: 0.00508, 3125: 0.00022}
